uid,variant_number,active_mins_post,active_mins_pre,gender,user_type
11916,0,562.0,135.0,male,reader
11917,0,352.0,426.0,unknown,non_reader
11918,0,340.0,556.0,female,reader
11919,0,3272.0,3190.0,male,reader
11920,0,19.0,86.0,unknown,non_reader
11922,0,11.0,16.0,female,non_reader
11923,0,59.0,60.0,male,non_reader
11924,0,74.0,91.0,unknown,non_reader
11925,0,47.0,20.0,male,non_reader
11926,0,519.0,245.0,male,reader
11927,0,13.0,63.0,male,non_reader
11928,0,93.0,25.0,male,non_reader
11929,0,3186.0,1648.0,male,reader
11930,0,116.0,16.0,male,non_reader
11932,0,8.0,53.0,male,non_reader
11933,0,443.0,210.0,female,reader
11934,0,23.0,8.0,male,non_reader
11935,0,5.0,1.0,unknown,new_user
11936,0,284.0,174.0,male,non_reader
11937,0,4.0,4.0,male,new_user
11938,0,239.0,211.0,male,reader
11939,0,18.0,13.0,female,non_reader
11940,0,1122.0,96.0,unknown,contributor
11941,0,944.0,559.0,female,reader
11942,0,2.0,15.0,unknown,non_reader
11943,0,225.0,12.0,male,non_reader
11944,0,16.0,10.0,male,non_reader
11945,0,102.0,80.0,female,non_reader
11946,0,340.0,27.0,female,non_reader
11947,0,9.0,12.0,unknown,non_reader
11948,0,4839.0,6821.0,male,contributor
11949,0,5.0,143.0,male,non_reader
11950,0,131.0,129.0,male,non_reader
11951,0,8.0,6.0,male,non_reader
11952,0,16.0,24.0,female,non_reader
11953,0,582.0,776.0,male,reader
11954,0,8.0,31.0,unknown,non_reader
11955,0,1141.0,935.0,male,non_reader
11956,0,80.0,285.0,male,non_reader
11957,0,8.0,47.0,unknown,non_reader
11958,0,76.0,61.0,male,non_reader
11959,0,10.0,13.0,male,non_reader
11960,0,639.0,543.0,female,reader
11961,0,1220.0,1136.0,female,reader
11962,0,4.0,25.0,female,non_reader
11963,0,14.0,2.0,male,new_user
11964,0,726.0,22.0,male,non_reader
11965,0,5.0,10.0,male,non_reader
11966,0,16.0,24.0,male,non_reader
11967,0,28.0,50.0,male,non_reader
11969,0,21.0,32.0,male,non_reader
11970,0,14.0,32.0,female,non_reader
11971,0,123.0,285.0,female,non_reader
11972,0,56.0,120.0,male,non_reader
11973,0,385.0,443.0,male,reader
11974,0,9.0,90.0,female,reader
11975,0,81.0,178.0,male,reader
11976,0,385.0,97.0,female,non_reader
11978,0,74.0,19.0,male,non_reader
11979,0,84.0,42.0,unknown,non_reader
11980,0,17.0,4.0,male,non_reader
11981,0,19.0,114.0,female,non_reader
11982,0,657.0,708.0,male,non_reader
11983,0,48.0,148.0,male,non_reader
11984,0,48.0,9.0,male,new_user
11985,0,21.0,96.0,female,non_reader
11986,0,3897.0,1057.0,male,reader
11987,0,304.0,432.0,male,non_reader
11988,0,604.0,1095.0,male,reader
11989,0,41.0,105.0,unknown,non_reader
11990,0,1.0,2.0,male,new_user
11991,0,773.0,365.0,female,non_reader
11992,0,18.0,27.0,female,non_reader
11993,0,49.0,66.0,female,non_reader
11994,0,12.0,20.0,unknown,non_reader
11995,0,117.0,77.0,unknown,non_reader
11996,0,4.0,16.0,male,non_reader
11997,0,2.0,110.0,male,non_reader
11998,0,1801.0,1703.0,male,reader
11999,0,10.0,21.0,female,non_reader
12000,0,151.0,584.0,male,reader
12001,0,418.0,8611.0,male,contributor
12002,0,5.0,30.0,female,non_reader
12003,0,24.0,17.0,male,non_reader
12004,0,33.0,60.0,male,non_reader
12005,0,13739.0,9542.0,male,reader
12006,0,290.0,746.0,male,reader
12007,0,70.0,78.0,unknown,non_reader
12008,0,3069.0,2282.0,male,reader
12009,0,1.0,11.0,male,non_reader
12010,0,5.0,19.0,female,non_reader
12011,0,56.0,58.0,male,non_reader
12012,0,6.0,70.0,female,non_reader
12013,0,25.0,91.0,male,non_reader
12014,0,11.0,20.0,male,non_reader
12015,0,44.0,9.0,female,non_reader
12016,0,21.0,75.0,unknown,non_reader
12017,0,7.0,3.0,female,non_reader
12018,0,70.0,179.0,male,non_reader
12020,0,117.0,212.0,male,non_reader
12021,0,78.0,95.0,male,non_reader
12023,0,467.0,543.0,male,reader
12024,0,80.0,55.0,male,non_reader
12025,0,264.0,73.0,male,non_reader
12026,0,10.0,61.0,unknown,reader
12027,0,32.0,51.0,unknown,non_reader
12028,0,357.0,530.0,male,non_reader
12029,0,31.0,47.0,unknown,non_reader
12030,0,166.0,54.0,unknown,non_reader
12031,0,117.0,75.0,male,non_reader
12032,0,4.0,13.0,female,non_reader
12033,0,59.0,83.0,female,non_reader
12034,0,172.0,292.0,male,non_reader
12035,0,1499.0,1074.0,male,reader
12036,0,7.0,12.0,female,non_reader
12037,0,216.0,376.0,male,reader
12038,0,20.0,82.0,male,reader
12039,0,1.0,4.0,male,non_reader
12040,0,128.0,123.0,female,reader
12041,0,3.0,2.0,male,new_user
12042,0,206.0,1503.0,male,reader
12043,0,3.0,86.0,female,non_reader
12044,0,255.0,522.0,male,non_reader
12045,0,7.0,14.0,female,non_reader
12046,0,182.0,123.0,male,non_reader
12047,0,3173.0,5427.0,male,reader
12048,0,17.0,669.0,male,non_reader
12049,0,53.0,22.0,female,non_reader
12050,0,63.0,47.0,female,contributor
12051,0,13.0,29.0,female,non_reader
12052,0,61.0,104.0,unknown,non_reader
12053,0,110.0,150.0,unknown,non_reader
12054,0,4.0,4.0,unknown,non_reader
12055,0,13.0,65.0,unknown,non_reader
12056,0,1454.0,867.0,male,reader
12057,0,29.0,56.0,male,non_reader
12058,0,154.0,495.0,male,reader
12059,0,67.0,146.0,male,non_reader
12060,0,3.0,17.0,male,non_reader
12061,0,349.0,583.0,male,contributor
12062,0,88.0,247.0,unknown,non_reader
12063,0,25.0,20.0,male,non_reader
12064,0,9.0,13.0,female,non_reader
12065,0,8.0,13.0,male,non_reader
12066,0,71.0,300.0,female,non_reader
12067,0,13856.0,23163.0,female,reader
12069,0,277.0,268.0,male,non_reader
12070,0,36.0,10.0,male,new_user
12071,0,3.0,17.0,female,non_reader
12072,0,59.0,73.0,unknown,non_reader
12073,0,86.0,100.0,male,non_reader
12074,0,199.0,1085.0,male,reader
12075,0,97.0,176.0,male,reader
12076,0,22.0,41.0,unknown,non_reader
12077,0,3.0,12.0,female,non_reader
12078,0,117.0,76.0,male,non_reader
12079,0,206.0,473.0,male,reader
12080,0,1696.0,1805.0,male,reader
12081,0,11.0,27.0,male,non_reader
12082,0,1087.0,897.0,male,contributor
12083,0,66.0,99.0,female,non_reader
12084,0,14.0,5.0,female,non_reader
12085,0,182.0,149.0,male,reader
12086,0,8.0,13.0,unknown,non_reader
12087,0,16.0,29.0,female,non_reader
12088,0,201.0,97.0,male,non_reader
12089,0,92.0,68.0,female,non_reader
12090,0,50.0,30.0,male,non_reader
12092,0,107.0,135.0,male,non_reader
12093,0,2796.0,2465.0,male,reader
12094,0,229.0,197.0,male,non_reader
12095,0,56.0,172.0,male,non_reader
12096,0,68.0,113.0,male,non_reader
12097,0,11.0,32.0,male,non_reader
12098,0,45.0,10.0,male,new_user
12099,0,6.0,8.0,male,non_reader
12100,0,110.0,213.0,female,non_reader
12101,0,503.0,275.0,male,non_reader
12102,0,81.0,122.0,male,non_reader
12103,0,51.0,14.0,female,non_reader
12104,0,59.0,160.0,male,non_reader
12105,0,115.0,114.0,female,non_reader
12106,0,19.0,194.0,female,non_reader
12107,0,65.0,52.0,male,non_reader
12108,0,7.0,20.0,male,non_reader
12109,0,13.0,19.0,male,non_reader
12110,0,36.0,84.0,female,non_reader
12111,0,49.0,27.0,male,non_reader
12112,0,1082.0,1785.0,female,reader
12113,0,41.0,32.0,male,non_reader
12114,0,247.0,150.0,male,non_reader
12115,0,110.0,218.0,female,non_reader
12116,0,43.0,147.0,unknown,non_reader
12117,0,51.0,57.0,male,non_reader
12118,0,8.0,25.0,female,non_reader
12119,0,77.0,54.0,female,non_reader
12120,0,123.0,78.0,male,non_reader
12121,0,49.0,21.0,female,non_reader
12122,0,118.0,183.0,male,non_reader
12123,0,3155.0,5821.0,male,reader
12125,0,60.0,64.0,female,non_reader
12126,0,419.0,46.0,male,non_reader
12127,0,122.0,280.0,male,non_reader
12128,0,6.0,140.0,female,non_reader
12129,0,59.0,239.0,female,non_reader
12130,0,32.0,24.0,male,non_reader
12131,0,3.0,14.0,male,non_reader
12132,0,11642.0,4115.0,male,reader
12133,0,16.0,154.0,female,non_reader
12134,0,98.0,100.0,male,non_reader
12135,0,1.0,21.0,male,non_reader
12136,0,6.0,32.0,female,non_reader
12137,0,28.0,9.0,female,new_user
12138,0,21.0,53.0,unknown,non_reader
12139,0,143.0,136.0,male,non_reader
12140,0,145.0,6.0,unknown,new_user
12141,0,13.0,23.0,male,non_reader
12142,0,292.0,105.0,male,reader
12144,0,973.0,951.0,male,reader
12145,0,9.0,3.0,female,new_user
12146,0,174.0,1909.0,male,reader
12147,0,18.0,27.0,male,non_reader
12148,0,368.0,358.0,unknown,reader
12149,0,11.0,29.0,male,non_reader
12150,0,200.0,95.0,male,reader
12151,0,328.0,669.0,unknown,reader
12152,0,2.0,4.0,male,non_reader
12153,0,46.0,178.0,male,non_reader
12154,0,8.0,28.0,female,non_reader
12155,0,47.0,8.0,female,non_reader
12156,0,27.0,25.0,female,non_reader
12157,0,20.0,6.0,male,new_user
12158,0,125.0,35.0,female,reader
12159,0,2047.0,613.0,male,contributor
12160,0,1.0,2.0,male,new_user
12161,0,14.0,15.0,male,non_reader
12162,0,2.0,92.0,male,non_reader
12163,0,11.0,32.0,female,non_reader
12164,0,5.0,27.0,male,non_reader
12165,0,38.0,261.0,male,non_reader
12166,0,55.0,24.0,female,non_reader
12167,0,1057.0,1258.0,male,reader
12168,0,54.0,5.0,female,new_user
12169,0,10.0,184.0,female,non_reader
12170,0,85.0,32.0,male,non_reader
12171,0,238.0,1718.0,male,non_reader
12172,0,432.0,876.0,female,reader
12173,0,63.0,197.0,male,non_reader
12174,0,8.0,36.0,female,non_reader
12175,0,44.0,47.0,female,non_reader
12176,0,139.0,74.0,female,contributor
12177,0,2769.0,5895.0,male,reader
12178,0,965.0,893.0,male,reader
12179,0,7.0,18.0,male,non_reader
12180,0,81.0,77.0,male,non_reader
12181,0,29.0,31.0,unknown,non_reader
12182,0,37.0,78.0,male,non_reader
12183,0,343.0,381.0,female,reader
12184,0,2908.0,5111.0,male,contributor
12185,0,1.0,8.0,unknown,non_reader
12186,0,7.0,2.0,male,non_reader
12187,0,31.0,206.0,male,non_reader
12188,0,1.0,,female,new_user
12189,0,20.0,20.0,female,reader
12190,0,51.0,190.0,male,non_reader
12191,0,67.0,142.0,male,reader
12192,0,16.0,13.0,male,non_reader
12193,0,1515.0,1295.0,female,reader
12194,0,2.0,2.0,male,new_user
12195,0,4861.0,998.0,female,reader
12196,0,87.0,93.0,unknown,non_reader
12197,0,41.0,724.0,male,non_reader
12198,0,1148.0,314.0,female,non_reader
12199,0,214.0,206.0,female,non_reader
12200,0,126.0,95.0,male,non_reader
12201,0,36.0,82.0,male,non_reader
12202,0,204.0,211.0,unknown,non_reader
12203,0,15.0,122.0,female,non_reader
12204,0,8.0,32.0,unknown,non_reader
12205,0,113.0,244.0,male,reader
12206,0,10.0,17.0,female,non_reader
12207,0,30.0,727.0,unknown,reader
12208,0,58.0,166.0,male,non_reader
12209,0,7.0,48.0,female,non_reader
12210,0,20.0,7.0,unknown,non_reader
12211,0,2.0,5.0,male,new_user
12212,0,196.0,57.0,male,reader
12213,0,4.0,19.0,male,non_reader
12214,0,14.0,11.0,male,non_reader
12215,0,42.0,54.0,male,non_reader
12216,0,2203.0,3893.0,male,reader
12217,0,52.0,25.0,unknown,non_reader
12218,0,213.0,129.0,male,non_reader
12219,0,40.0,5.0,female,non_reader
12220,0,113.0,134.0,male,non_reader
12221,0,125.0,229.0,male,non_reader
12222,0,17468.0,220081.0,male,reader
12223,0,220.0,632.0,unknown,reader
12224,0,263.0,2.0,female,new_user
12225,0,4.0,35.0,male,non_reader
12226,0,88.0,117.0,male,non_reader
12227,0,46.0,97.0,female,non_reader
12228,0,5.0,11.0,male,non_reader
12229,0,18.0,7.0,unknown,non_reader
12230,0,1408.0,1438.0,female,non_reader
12231,0,15.0,25.0,female,non_reader
12233,0,7.0,8.0,male,new_user
12234,0,212.0,199.0,unknown,non_reader
12235,0,36.0,30.0,male,non_reader
12236,0,10.0,87.0,male,non_reader
12237,0,9.0,14.0,male,non_reader
12239,0,14.0,5.0,male,non_reader
12240,0,78.0,62.0,female,non_reader
12241,0,630.0,545.0,female,reader
12243,0,452.0,136.0,female,non_reader
12244,0,257.0,244.0,male,non_reader
12245,0,31.0,9.0,male,non_reader
12246,0,10.0,53.0,female,non_reader
12247,0,359.0,26.0,female,non_reader
12249,0,42.0,110.0,male,non_reader
12250,0,666.0,719.0,male,reader
12251,0,105.0,57.0,male,non_reader
12252,0,5.0,4.0,male,non_reader
12253,0,135.0,192.0,female,non_reader
12254,0,121.0,63.0,female,non_reader
12255,0,13.0,44.0,unknown,non_reader
12256,0,2.0,5.0,unknown,non_reader
12257,0,28.0,50.0,male,non_reader
12258,0,174.0,268.0,male,non_reader
12259,0,37.0,67.0,unknown,non_reader
12261,0,412.0,777.0,male,non_reader
12262,0,120.0,109.0,male,non_reader
12263,0,49.0,15.0,unknown,non_reader
12264,0,9364.0,3483.0,female,reader
12265,0,62.0,47.0,male,non_reader
12266,0,50.0,35.0,female,reader
12267,0,342.0,202.0,male,reader
12269,0,508.0,782.0,female,reader
12270,0,59.0,187.0,male,non_reader
12271,0,312.0,252.0,male,non_reader
12272,0,170.0,49.0,female,non_reader
12273,0,7.0,8.0,unknown,non_reader
12274,0,36.0,223.0,male,non_reader
12275,0,13.0,8.0,unknown,non_reader
12276,0,192.0,139.0,male,non_reader
12277,0,29.0,4.0,male,non_reader
12278,0,10.0,1.0,female,new_user
12279,0,48.0,118.0,female,non_reader
12280,0,7933.0,10800.0,female,reader
12281,0,841.0,113.0,male,reader
12282,0,156.0,145.0,male,non_reader
12283,0,29.0,40.0,female,non_reader
12284,0,411.0,42.0,unknown,non_reader
12285,0,43.0,22.0,male,non_reader
12286,0,100.0,1213.0,unknown,reader
12287,0,43.0,69.0,male,non_reader
12288,0,977.0,2967.0,male,reader
12289,0,1074.0,605.0,female,reader
12290,0,8996.0,11592.0,unknown,contributor
12291,0,31.0,21.0,unknown,non_reader
12292,0,78.0,124.0,male,reader
12293,0,114.0,175.0,male,non_reader
12294,0,180.0,165.0,female,non_reader
12296,0,5.0,4.0,male,new_user
12297,0,494.0,14.0,male,new_user
12298,0,289.0,281.0,male,non_reader
12299,0,95.0,54.0,male,non_reader
12300,0,94.0,96.0,male,non_reader
12301,0,9126.0,4957.0,male,reader
12302,0,1407.0,2568.0,female,reader
12303,0,12.0,1156.0,unknown,non_reader
12304,0,122.0,99.0,male,non_reader
12305,0,16.0,7.0,female,non_reader
12306,0,5.0,28.0,unknown,non_reader
12307,0,13.0,10.0,male,non_reader
12308,0,2.0,4.0,unknown,new_user
12310,0,40.0,34.0,female,non_reader
12311,0,9.0,58.0,female,non_reader
12312,0,9.0,12.0,female,non_reader
12313,0,141.0,149.0,unknown,non_reader
12314,0,1115.0,174.0,female,non_reader
12315,0,150.0,62.0,male,non_reader
12316,0,93.0,347.0,female,reader
12317,0,79.0,156.0,male,non_reader
12318,0,1513.0,2967.0,female,reader
12319,0,21.0,33.0,female,non_reader
12320,0,16.0,87.0,male,non_reader
12321,0,375.0,431.0,male,reader
12322,0,404.0,237.0,male,non_reader
12323,0,97.0,59.0,male,non_reader
12324,0,429.0,544.0,male,non_reader
12325,0,43.0,42.0,female,non_reader
12326,0,93.0,43.0,female,non_reader
12327,0,6.0,14.0,female,non_reader
12328,0,16.0,41.0,male,non_reader
12329,0,315.0,263.0,female,reader
12330,0,22.0,33.0,male,non_reader
12331,0,14.0,30.0,female,non_reader
12332,0,606.0,1021.0,female,reader
12333,0,617.0,951.0,unknown,reader
12334,0,8.0,21.0,unknown,non_reader
12335,0,398.0,100.0,male,reader
12336,0,2.0,4.0,unknown,new_user
12337,0,522.0,1186.0,male,reader
12338,0,1172.0,972.0,female,reader
12339,0,1920.0,2077.0,male,reader
12340,0,509.0,2432.0,male,reader
12341,0,21.0,30.0,unknown,non_reader
12342,0,6.0,37.0,male,non_reader
12343,0,263.0,910.0,unknown,non_reader
12344,0,134.0,804.0,male,non_reader
12345,0,307.0,56.0,female,reader
12346,0,67.0,75.0,male,non_reader
12347,0,121.0,287.0,unknown,reader
12348,0,560.0,343.0,male,reader
12349,0,74.0,89.0,male,non_reader
12350,0,7.0,8.0,male,non_reader
12351,0,256.0,1592.0,male,reader
12352,0,71.0,33.0,female,non_reader
12353,0,13.0,98.0,male,non_reader
12355,0,116.0,235.0,male,non_reader
12356,0,1772.0,507.0,male,non_reader
12357,0,32.0,5.0,unknown,non_reader
12358,0,809.0,635.0,male,reader
12359,0,12.0,23.0,unknown,non_reader
12360,0,261.0,158.0,female,non_reader
12361,0,54.0,66.0,male,non_reader
12362,0,121.0,162.0,male,non_reader
12363,0,241.0,1458.0,unknown,reader
12364,0,6.0,14.0,male,non_reader
12365,0,122.0,116.0,female,reader
12366,0,61.0,49.0,male,non_reader
12367,0,216.0,65.0,female,non_reader
12368,0,9.0,20.0,female,non_reader
12369,0,2358.0,10890.0,female,contributor
12370,0,34.0,64.0,unknown,non_reader
12371,0,70.0,288.0,female,non_reader
12372,0,12.0,68.0,male,reader
12373,0,36.0,20.0,male,non_reader
12374,0,13.0,16.0,unknown,non_reader
12375,0,2.0,11.0,male,non_reader
12376,0,750.0,172.0,male,reader
12377,0,29.0,29.0,male,non_reader
12378,0,242.0,138.0,male,non_reader
12379,0,121.0,541.0,male,non_reader
12380,0,70.0,9.0,female,non_reader
12381,0,1.0,10.0,male,non_reader
12383,0,138.0,109.0,male,non_reader
12384,0,60.0,41.0,female,non_reader
12385,0,89.0,337.0,female,reader
12386,0,6.0,2.0,unknown,new_user
12387,0,2903.0,2348.0,unknown,contributor
12388,0,83.0,34.0,female,non_reader
12389,0,290.0,419.0,female,reader
12392,0,2637.0,3748.0,female,reader
12394,0,19.0,154.0,male,reader
12395,0,6884.0,3618.0,male,reader
12396,0,24.0,36.0,female,non_reader
12397,0,8.0,14.0,male,non_reader
12398,0,311.0,195.0,unknown,reader
12399,0,14.0,16.0,male,non_reader
12400,0,20.0,83.0,male,non_reader
12401,0,66.0,100.0,male,non_reader
12402,0,46.0,50.0,male,non_reader
12403,0,79.0,29.0,male,non_reader
12404,0,76.0,6.0,male,non_reader
12405,0,32.0,79.0,male,non_reader
12406,0,2860.0,3212.0,male,reader
12407,0,1.0,17.0,male,non_reader
12408,0,8.0,13.0,male,non_reader
12409,0,1.0,74.0,unknown,non_reader
12410,0,2.0,2.0,female,non_reader
12411,0,104.0,81.0,male,non_reader
12412,0,4.0,1.0,female,new_user
12414,0,70.0,61.0,male,non_reader
12415,0,21.0,99.0,female,non_reader
12416,0,226.0,186.0,female,reader
12417,0,71.0,253.0,unknown,non_reader
12418,0,61.0,98.0,male,non_reader
12419,0,13.0,38.0,male,non_reader
12420,0,8.0,36.0,female,non_reader
12421,0,622.0,818.0,female,reader
12422,0,54.0,2.0,female,new_user
12423,0,147.0,49.0,male,non_reader
12424,0,1292.0,810.0,female,reader
12425,0,99.0,57.0,male,non_reader
12426,0,57.0,76.0,male,non_reader
12427,0,21.0,10.0,male,new_user
12428,0,147.0,120.0,male,non_reader
12429,0,2.0,5.0,male,new_user
12430,0,16.0,42.0,male,reader
12431,0,229.0,246.0,male,non_reader
12432,0,75.0,138.0,unknown,non_reader
12433,0,1195.0,53.0,unknown,non_reader
12434,0,59.0,131.0,female,non_reader
12435,0,976.0,782.0,female,reader
12436,0,12.0,13.0,male,non_reader
12437,0,26.0,8.0,male,non_reader
12438,0,27.0,,female,new_user
12439,0,2001.0,2209.0,unknown,reader
12440,0,34.0,108.0,male,non_reader
12442,0,62.0,63.0,male,non_reader
12443,0,856.0,51.0,unknown,reader
12444,0,21.0,77.0,male,non_reader
12445,0,10.0,66.0,female,non_reader
12446,0,6.0,25.0,male,new_user
12447,0,47.0,107.0,male,non_reader
12448,0,730.0,813.0,male,reader
12449,0,750.0,296.0,male,reader
12450,0,11.0,17.0,female,non_reader
12451,0,126.0,19.0,female,non_reader
12452,0,98.0,131.0,male,non_reader
12453,0,532.0,231.0,male,non_reader
12454,0,328.0,161.0,female,non_reader
12455,0,53.0,51.0,female,non_reader
12456,0,349.0,84.0,female,non_reader
12457,0,316.0,182.0,male,reader
12459,0,178.0,5.0,female,non_reader
12460,0,5004.0,5319.0,male,reader
12461,0,15.0,13.0,male,non_reader
12462,0,290.0,214.0,male,non_reader
12463,0,29.0,47.0,male,non_reader
12464,0,69.0,213.0,male,non_reader
12465,0,278.0,388.0,female,reader
12466,0,8.0,107.0,unknown,non_reader
12467,0,3.0,1.0,male,new_user
12468,0,34.0,47.0,male,non_reader
12469,0,1.0,35.0,male,non_reader
12470,0,69.0,49.0,male,non_reader
12471,0,193.0,24.0,male,non_reader
12472,0,399.0,10.0,unknown,non_reader
12473,0,115.0,94.0,male,non_reader
12474,0,27.0,36.0,male,non_reader
12475,0,16.0,18.0,male,non_reader
12476,0,32.0,195.0,male,non_reader
12477,0,22.0,27.0,unknown,non_reader
12478,0,5358.0,4037.0,male,reader
12479,0,3.0,6.0,male,non_reader
12480,0,491.0,449.0,unknown,non_reader
12481,0,371.0,262.0,male,reader
12482,0,3950.0,4343.0,male,reader
12483,0,112.0,23.0,male,non_reader
12484,0,168.0,41.0,male,non_reader
12485,0,5.0,14.0,female,non_reader
12486,0,56.0,107.0,male,non_reader
12487,0,6.0,13.0,unknown,non_reader
12488,0,24.0,12.0,male,non_reader
12489,0,52.0,55.0,unknown,non_reader
12490,0,5.0,4.0,male,non_reader
12491,0,113.0,48.0,female,non_reader
12492,0,17.0,59.0,female,non_reader
12493,0,36.0,61.0,male,non_reader
12494,0,75.0,32.0,male,non_reader
12495,0,43.0,193.0,unknown,non_reader
12496,0,20.0,14.0,female,non_reader
12497,0,7.0,40.0,female,non_reader
12498,0,68.0,145.0,female,non_reader
12499,0,12.0,24.0,female,non_reader
12500,0,61.0,12.0,male,non_reader
12502,0,58.0,89.0,male,reader
12503,0,97.0,120.0,female,non_reader
12504,0,307.0,176.0,unknown,non_reader
12505,0,56.0,103.0,unknown,non_reader
12506,0,52.0,176.0,male,non_reader
12507,0,37.0,9.0,female,non_reader
12508,0,27.0,219.0,female,non_reader
12509,0,59.0,46.0,unknown,non_reader
12510,0,184.0,48.0,male,non_reader
12511,0,10.0,17.0,male,non_reader
12512,0,2363.0,6658.0,female,contributor
12513,0,42.0,22.0,female,non_reader
12514,0,32.0,145.0,male,non_reader
12515,0,52.0,163.0,female,non_reader
12516,0,67.0,153.0,male,non_reader
12517,0,128.0,8.0,male,non_reader
12518,0,240.0,282.0,female,reader
12519,0,148.0,166.0,male,non_reader
12520,0,7.0,10.0,male,non_reader
12521,0,54.0,27.0,female,non_reader
12522,0,94.0,186.0,male,non_reader
12523,0,55.0,73.0,female,non_reader
12525,0,23.0,55.0,female,non_reader
12526,0,211.0,3059.0,female,reader
12527,0,33.0,26.0,male,non_reader
12528,0,32.0,60.0,unknown,non_reader
12529,0,436.0,155.0,female,non_reader
12530,0,2939.0,3698.0,male,reader
12531,0,6.0,7.0,male,non_reader
12532,0,58.0,121.0,female,non_reader
12533,0,174.0,146.0,female,contributor
12534,0,44.0,71.0,male,non_reader
12535,0,225.0,136.0,male,non_reader
12536,0,171.0,177.0,male,non_reader
12538,0,99.0,204.0,male,non_reader
12539,0,72.0,107.0,male,non_reader
12540,0,243.0,108.0,male,non_reader
12541,0,8.0,16.0,female,reader
12542,0,10.0,52.0,female,non_reader
12544,0,108.0,130.0,male,non_reader
12545,0,84.0,77.0,male,non_reader
12546,0,30.0,4.0,female,non_reader
12547,0,27.0,13.0,male,non_reader
12548,0,41.0,39.0,male,non_reader
12549,0,70.0,12.0,unknown,non_reader
12550,0,7.0,3.0,unknown,non_reader
12551,0,1952.0,1669.0,unknown,reader
12552,0,15.0,202.0,male,non_reader
12553,0,691.0,530.0,unknown,non_reader
12554,0,120.0,47.0,male,non_reader
12555,0,5.0,5.0,female,new_user
12556,0,286.0,345.0,female,non_reader
12557,0,5.0,3.0,male,new_user
12558,0,65.0,110.0,male,non_reader
12559,0,5.0,17.0,male,non_reader
12560,0,47.0,6.0,male,new_user
12561,0,1439.0,1900.0,male,reader
12562,0,210.0,17.0,female,non_reader
12563,0,8.0,10.0,male,non_reader
12564,0,159.0,70.0,male,non_reader
12565,0,13.0,15.0,male,non_reader
12567,0,131.0,52.0,unknown,non_reader
12568,0,17.0,64.0,unknown,non_reader
12569,0,241.0,55.0,male,reader
12570,0,15.0,31.0,female,non_reader
12571,0,80.0,221.0,male,reader
12572,0,117.0,43.0,female,non_reader
12573,0,2.0,22.0,female,non_reader
12574,0,94.0,173.0,female,non_reader
12575,0,3.0,7.0,male,new_user
12576,0,87.0,37.0,female,non_reader
12577,0,80.0,578.0,male,reader
12578,0,63.0,139.0,unknown,non_reader
12579,0,38.0,2.0,female,non_reader
12580,0,53.0,70.0,male,non_reader
12581,0,35.0,17.0,unknown,non_reader
12582,0,25.0,90.0,male,non_reader
12583,0,233.0,281.0,male,reader
12584,0,423.0,886.0,male,non_reader
12585,0,12.0,16.0,unknown,non_reader
12586,0,34.0,43.0,male,non_reader
12587,0,49.0,46.0,unknown,non_reader
12588,0,278.0,228.0,unknown,non_reader
12589,0,505.0,215.0,male,non_reader
12590,0,2934.0,1977.0,male,reader
12591,0,65.0,122.0,male,non_reader
12592,0,6.0,10.0,female,non_reader
12593,0,57.0,71.0,female,non_reader
12594,0,1199.0,1400.0,male,reader
12595,0,459.0,419.0,male,reader
12596,0,47.0,21.0,male,non_reader
12597,0,35.0,34.0,female,non_reader
12598,0,10.0,44.0,female,non_reader
12599,0,13.0,15.0,female,non_reader
12600,0,42.0,11.0,male,non_reader
12601,0,152.0,73.0,male,reader
12602,0,28.0,13.0,male,non_reader
12603,0,83.0,86.0,male,non_reader
12604,0,2611.0,6618.0,female,reader
12605,0,5.0,40.0,male,non_reader
12606,0,106.0,3.0,male,new_user
12607,0,837.0,501.0,male,reader
12608,0,1.0,10.0,male,non_reader
12609,0,66.0,196.0,male,non_reader
12610,0,7.0,11.0,female,non_reader
12611,0,25.0,18.0,male,non_reader
12612,0,16.0,4.0,male,new_user
12613,0,48.0,52.0,male,non_reader
12614,0,95.0,278.0,male,non_reader
12615,0,13.0,54.0,male,non_reader
12616,0,17.0,66.0,male,non_reader
12617,0,597.0,335.0,unknown,contributor
12618,0,82.0,146.0,female,non_reader
12619,0,2052.0,453.0,female,reader
12620,0,23.0,4.0,male,non_reader
12621,0,11.0,23.0,female,non_reader
12622,0,19.0,32.0,unknown,non_reader
12623,0,41.0,35.0,male,contributor
12624,0,2780.0,3211.0,male,reader
12625,0,93.0,40.0,male,non_reader
12626,0,4.0,31.0,male,non_reader
12627,0,3.0,31.0,female,non_reader
12628,0,3.0,4.0,unknown,new_user
12629,0,84.0,35.0,unknown,non_reader
12630,0,1.0,7.0,female,non_reader
12631,0,68.0,32.0,female,non_reader
12632,0,6.0,3.0,male,new_user
12633,0,214.0,180.0,female,non_reader
12634,0,11.0,6.0,male,non_reader
12635,0,2028.0,3795.0,male,reader
12636,0,245.0,76.0,female,non_reader
12637,0,1093.0,614.0,male,reader
12638,0,297.0,628.0,male,reader
12639,0,313.0,394.0,male,non_reader
12640,0,6027.0,6585.0,female,reader
12641,0,156.0,381.0,male,reader
12642,0,10.0,17.0,male,non_reader
12643,0,40.0,17.0,male,non_reader
12644,0,279.0,49.0,female,non_reader
12645,0,53.0,306.0,male,non_reader
